Palabra	(Archivo, Cantidad)
sects	(9,1) (2,2) 
secular	(9,1) (2,12) (0,2) (1,6) (4,2) (7,2) 
secularism	(9,1) (2,1) 
secularization	(1,1) 
secularizing	(1,1) 
secundaria	(1,2) 
secure	(2,7) (1,2) (4,2) 
secured	(0,6) (2,1) (1,5) 
securely	(1,1) 
securing	(0,1) (2,1) (7,2) 
security	(7,3) (0,8) (2,58) (1,38) (4,2) (6,4) (5,3) (9,6) (3,3) 
securityimportant	(1,1) 
security​	(7,1) 
sedena	(1,1) 
sedentary	(1,3) (2,1) (0,1) 
sediment	(5,1) (2,2) (6,1) 
sedimentary	(5,4) (1,2) 
sediments	(6,3) 
see	(6,2) (1,22) (0,1) (2,24) (5,1) (4,1) (7,2) (9,3) (8,1) (3,2) 
seed	(0,2) (1,3) (2,2) 
seeds	(2,1) (1,1) 
seeing	(2,4) (1,1) 
seek	(1,2) (2,2) (5,2) (0,1) 
seekers	(5,2) (2,1) (1,2) 
seeking	(6,1) (1,3) (2,4) (0,1) (9,1) 
seeks	(5,3) (1,3) (2,4) (4,1) 
seem	(2,1) 
seemed	(2,1) 
seeming	(2,1) 
seemingly	(2,1) 
seems	(2,2) 
seen	(2,19) (1,16) (5,2) (6,1) (7,2) (0,2) (3,1) 
seferis	(2,1) 
segal	(2,1) 
segall	(3,1) 
segh-cfe	(1,1) 
segis	(2,1) 
segment	(2,4) (6,1) (3,1) 
segments	(2,3) (1,2) (3,1) 
segovia	(1,1) 
segregated	(3,1) (1,2) (2,1) (6,1) 
segregation	(4,1) 
segrè	(1,1) 
segundo	(1,2) (0,1) 
segura	(9,1) 
segurança	(2,1) 
seguridad	(1,1) 
seguro	(2,1) 
seine	(1,2) 
seismic	(1,1) (2,2) (6,1) 
seismicity	(2,1) 
seismology	(2,1) 
seixas	(2,1) 
seize	(2,1) (1,1) 
seized	(1,4) (2,5) (5,2) (9,2) 
seizing	(2,1) 
seizure	(9,1) (1,1) (6,1) 
seizures	(2,1) 
sela	(2,1) 
selden	(1,1) 
seldom	(0,2) (2,1) (3,1) (1,1) 
select	(2,2) 
selected	(1,4) (2,9) (3,1) (7,1) 
selecting	(4,1) 
selection	(1,4) (2,1) 
selective	(4,1) (1,1) (2,2) (7,1) 
seleucia	(2,1) 
seleucid	(2,2) 
seleucids	(2,1) 
seleção	(2,1) 
self	(2,1) 
self-access	(1,1) 
self-administration	(4,1) 
self-censorship	(2,1) 
self-classified	(6,1) 
self-coup	(2,1) 
self-defence	(2,1) 
self-defense	(0,1) (2,1) 
self-determination	(2,3) (3,1) (1,1) 
self-employed	(2,2) 
self-employment	(2,1) 
self-enrichment	(2,1) 
self-exile	(2,1) 
self-govern	(2,1) 
self-governance	(1,1) 
self-governed	(2,1) 
self-governing	(1,5) 
self-government	(1,1) (2,2) (9,2) 
self-identification	(1,2) (2,2) 
self-identified	(2,1) 
self-identify	(9,1) (2,1) (1,1) (6,1) 
self-image	(2,1) 
self-imposed	(2,1) 
self-perception	(2,1) 
self-proclaimed	(0,1) 
self-propelled	(2,1) 
self-reliance	(0,1) 
self-report	(4,1) 
self-reported	(4,2) 
self-rule	(2,2) 
self-strengthening	(2,2) 
self-sufficiency	(0,1) (2,1) 
self-sufficiencyalthough	(4,1) 
self-sufficient	(2,2) (5,1) (3,1) 
self-sustained	(2,1) 
self-willed	(1,1) 
selinunte	(1,1) 
seljuks	(2,1) 
selknam	(0,1) 
sell	(6,1) (1,3) (2,1) 
selling	(1,1) (2,3) 
sells	(1,1) (2,1) 
selva	(2,1) 
selvagens	(2,4) 
semapa	(2,1) 
semester	(2,1) 
semi-arid	(2,4) (0,1) (1,3) (5,2) (9,1) (7,1) 
semi-ariddriven	(1,1) 
semi-autonomous	(2,2) (1,1) 
semi-constitutional	(2,1) 
semi-deciduous	(2,1) 
semi-desert	(2,1) (7,1) 
semi-final	(2,1) (1,1) 
semi-finals	(7,1) 
semi-finished	(3,1) 
semi-nomadic	(3,1) 
semi-parliamentary	(1,1) 
semi-permanent	(2,1) 
semi-presidential	(2,2) (7,2) 
semi-successful	(2,1) 
semiarid	(3,3) (5,1) 
semiconductor	(3,1) (7,1) 
semiconductors	(2,1) 
semifinals	(1,1) (0,1) 
semilla	(1,1) 
seminal	(1,2) (2,1) 
seminaries	(2,1) 
semisedentary	(0,1) 
semitic-speaking	(2,1) 
semuc	(1,1) 
semyon	(7,1) 
sena	(1,1) 
senado	(9,1) 
senadores	(1,1) 
senate	(1,16) (6,1) (0,7) (4,2) (9,4) (2,5) (3,3) 
senator	(1,2) (6,3) (0,1) (2,2) 
senatorial	(9,1) (2,1) 
senators	(0,1) (1,9) (6,7) (4,1) 
send	(1,3) (2,5) (0,1) (3,1) 
sendero	(2,2) 
sending	(2,2) (1,5) 
sends	(0,1) 
seneca	(2,1) (1,1) (9,2) 
senecas	(2,1) 
senegal	(2,1) 
senegaleses	(9,1) 
senility	(0,1) 
senior	(0,1) (2,8) (1,1) 
seniority	(2,1) 
senkaku	(2,1) 
sense	(2,4) 
senses	(2,1) (1,1) 
sensism	(1,1) 
sensist	(1,2) 
sensitive	(2,2) (1,2) 
sensitivitycolombian	(1,1) 
sensors	(2,1) 
sent	(2,23) (1,12) (0,3) (3,1) (7,2) (4,2) 
sentence	(1,3) (2,2) 
sentenceaccording	(1,1) 
sentencealcohol	(2,1) 
sentenced	(2,9) (1,5) (0,3) 
sentences	(2,7) (1,3) 
sentiment	(2,2) (1,2) (4,1) 
sentiments	(1,1) 
seoane	(0,1) 
sepa	(2,1) 
separate	(2,9) (9,2) (1,7) (7,1) (3,1) (6,1) (4,1) (8,1) 
separated	(1,8) (9,1) (2,10) (3,1) (7,1) (5,3) 
separately	(1,3) (2,1) 
separates	(2,1) (5,1) 
separating	(1,3) (3,1) (2,1) 
separation	(1,8) (0,1) (2,2) (9,1) 
separatism	(2,1) 
separatist	(2,2) (7,3) 
separatists	(7,3) 
sepetiba	(3,1) 
sephardi	(2,4) 
sephardic	(2,1) (1,1) 
sepoy	(1,1) 
september	(1,36) (2,31) (3,5) (6,9) (9,1) (5,3) (0,1) (7,3) (4,1) 
septentrional	(1,2) 
septimania	(1,5) 
septuagint	(2,1) 
sepulchre	(2,1) 
sequeira	(2,1) 
sequence	(1,1) 
sequester	(7,1) 
serapio	(8,1) (1,2) 
serbia	(7,2) (2,2) 
serbian	(6,1) 
serbs	(2,1) 
serebrier	(1,1) 
serena	(6,1) 
serenades	(2,2) 
serenading	(2,1) 
serenata	(5,1) 
serfs	(1,1) 
serfsthe	(2,1) 
sergeant	(2,1) 
sergeants	(2,4) 
sergei	(7,3) 
sergey	(7,2) 
sergio	(0,1) (1,2) 
sergius	(7,1) 
serie	(1,2) 
series	(1,23) (2,22) (3,2) (5,4) (9,5) (6,4) (8,1) (0,3) (4,6) 
serigraphy	(1,1) 
serious	(2,9) (1,6) (9,1) (5,1) 
seriously	(2,2) (1,1) 
serna	(2,4) 
sernatur	(6,1) 
serpico	(2,1) 
serra	(3,1) (2,6) 
serralves	(2,1) 
serrano	(9,1) 
serranos	(0,1) 
serranía	(1,2) 
serranías	(1,1) 
serras	(2,1) 
seru	(0,1) 
servant	(1,1) 
servants	(1,7) (2,4) 
servantsthe	(2,1) 
serve	(2,17) (6,1) (1,7) (0,1) (3,1) (5,1) (9,2) (4,2) 
served	(4,4) (2,24) (1,23) (6,1) (3,1) (0,1) (5,2) (9,3) 
serves	(2,13) (1,8) (0,2) (6,2) (5,1) 
service	(2,31) (1,24) (4,5) (6,2) (3,4) (0,1) (7,3) (5,1) 
service-related	(2,1) 
serviceable	(1,1) 
servicecolonel	(2,1) 
serviced	(2,2) (3,1) 
services	(3,8) (2,47) (1,28) (4,9) (0,2) (7,1) (5,1) (9,1) 
services—the	(7,1) 
servicing	(1,1) 
serving	(1,6) (2,13) (6,2) 
servitude	(2,1) 
servius	(1,1) 
servizio	(1,1) 
serviço	(2,1) 
sesame	(2,1) 
sesimbra	(2,1) 
sesquicentennial	(4,1) 
session	(1,2) (2,2) (9,2) 
sessions	(1,1) (2,1) 
set	(2,24) (1,29) (3,4) (9,1) (4,1) (6,2) (7,1) (0,4) (5,2) 
setback	(2,1) (9,1) 
setbacks	(2,2) (1,1) (6,1) (0,1) 
sets	(2,3) 
setting	(2,6) (1,2) (4,1) 
settingin	(1,1) 
settings	(2,2) (1,1) 
settle	(2,3) (1,5) (4,1) 
settled	(4,3) (2,18) (0,2) (1,30) (9,1) (3,1) (5,1) (7,1) (8,2) (6,1) 
settlement	(6,3) (5,2) (2,18) (4,4) (0,1) (3,3) (1,19) (8,1) (7,1) 
settlementfollowing	(1,1) 
settlements	(2,24) (5,2) (1,7) (6,2) (4,8) (9,2) (7,1) 
settlementsthere	(1,1) 
settler	(6,1) (1,1) 
settlers	(1,21) (5,1) (2,10) (4,4) (3,2) 
settlersportuguese	(3,1) 
settling	(9,2) (1,1) (2,1) (7,1) 
setúbal	(2,4) 
seurbi	(2,1) 
sevastopol	(7,1) 
seven	(7,2) (4,7) (2,18) (1,18) (6,1) (0,3) (5,2) (9,1) 
seven-eighths	(7,1) 
seven-fold	(2,1) 
seven-member	(1,1) 
sevenfold	(2,1) (1,1) 
sevens	(2,2) 
seventeen	(2,1) (0,1) (1,2) 
seventeenth	(1,2) 
seventh	(1,7) (0,3) (3,1) (4,1) (6,1) (2,3) 
seventh-day	(1,2) (6,1) (3,1) 
seventh-highest	(1,1) (2,2) 
seventh-largest	(2,2) 
seventh-wealthiest	(0,1) 
seventy	(2,1) (9,1) 
seventy-five	(2,1) 
seventy-two	(2,1) (1,1) 
sever	(1,1) 
several	(1,99) (2,123) (6,10) (5,11) (4,7) (9,10) (0,7) (7,3) (3,8) (8,1) 
severe	(1,15) (2,13) (6,1) (5,1) (4,1) (7,1) 
severed	(1,1) (2,1) (4,1) 
severely	(4,1) (2,9) (1,4) (0,1) 
severity	(1,1) (2,2) 
severnaya	(7,1) 
seveso	(1,1) 
seville	(1,1) (2,2) (9,6) 
sevillian	(2,1) 
sewage	(2,2) (1,1) (5,1) 
sewell	(6,1) 
sewerage	(2,1) 
sex	(2,8) (1,2) (9,1) (7,1) 
sex-selective	(2,1) 
sexenio	(9,1) 
sexism	(2,1) 
sexist	(2,1) 
sexten	(1,1) 
sextus	(1,1) 
sexual	(2,8) (1,2) 
sexuality	(2,1) 
sexually	(2,1) 
sezs	(2,1) 
señor	(1,2) 
sfor	(0,1) 
sforza	(1,1) 
sfsr	(7,6) 
sfsr—the	(7,1) 
sgouros	(2,1) 
shaanxi	(2,1) 
shaarei	(2,1) 
shabak	(2,1) 
shabbat	(2,1) 
shade	(1,1) 
shadow	(2,1) 
shadowy	(1,1) 
shaft	(1,1) 
shagari	(2,5) 
shah	(2,1) 
shahar	(2,1) 
shaivite	(2,1) 
shakers	(1,1) 
shakira	(1,1) 
shakshouka	(2,1) 
shaky	(7,1) 
shale	(7,1) (5,1) 
shall	(2,3) (1,1) 
shallow	(0,1) (1,1) 
shalwar	(2,1) 
shalwars	(2,1) 
shamanism	(7,2) (1,1) 
shame	(1,1) 
shan	(2,1) 
shandong	(2,1) 
shang	(2,5) 
shanghai	(2,13) 
shanghainese	(2,1) 
shape	(2,4) (1,4) (0,1) (6,1) 
shaped	(1,3) (2,5) (5,3) (6,1) (7,1) (9,1) 
shapes	(2,1) 
shaping	(2,1) (1,1) (7,1) 
shard	(2,1) 
shards	(2,1) 
share	(2,19) (7,11) (1,10) (4,1) (0,1) (6,1) (9,1) (3,3) 
shared	(1,12) (2,12) (7,1) (5,2) (6,1) (0,2) (9,5) 
sharee’ah	(2,1) 
shareholder	(2,1) 
shares	(2,5) (4,2) (1,9) (7,2) (3,2) (6,1) (0,1) 
sharettthe	(2,1) 
sharia	(2,8) 
sharia-based	(2,1) 
sharie	(2,1) 
sharing	(1,2) (4,1) (3,1) (0,2) (2,1) 
sharks	(2,1) 
sharon	(2,6) 
sharp	(1,4) (2,6) (9,2) 
sharply	(6,1) (0,1) 
shashlyk	(7,1) 
shastra	(2,1) 
shastras	(2,1) 
shastri	(2,1) 
shatila	(2,1) 
shavit	(2,1) 
shaw	(2,2) 
shchi	(7,1) 
she	(7,1) (2,8) (1,8) (0,1) 
shean	(2,1) 
shebaka	(2,1) 
shed	(5,1) 
sheep	(1,2) 
sheets	(1,1) 
shehu	(2,4) 
sheikh	(2,10) 
sheikha	(2,2) 
sheikhdom	(2,1) 
sheikhs	(2,1) 
shekhar	(2,1) 
shelf	(1,3) (2,1) (0,1) 
shell	(2,6) 
shellfish	(2,2) (6,1) (9,1) 
shelling	(2,1) 
shells	(2,2) 
shelter	(1,1) 
sheltered	(5,1) (2,1) 
shelters	(2,1) 
shen	(2,1) 
shenzhen	(2,6) 
shenzhen—that	(2,1) 
shenzhou	(2,1) 
shepherd	(2,1) 
shepherds	(2,1) 
sheraton	(2,2) 
sheremetyevo	(7,1) 
sherritt	(2,1) 
sherut	(2,1) 
sherwanis	(2,1) 
sherwood	(1,1) 
shettima	(2,1) 
shi	(2,1) 
shia	(2,2) 
shield	(5,1) (1,1) (2,1) (4,1) 
shields	(1,3) 
shieldthe	(5,1) 
shift	(4,1) (1,3) (7,1) (9,1) 
shifted	(1,1) (2,5) (7,2) (3,1) 
shifting	(2,2) (5,2) (6,1) (1,1) 
shih	(2,1) 
shiji	(2,1) 
shijiazhuang	(2,1) 
shikai	(2,1) 
shikais	(2,1) 
shillington	(2,2) 
shilpa	(2,1) 
shimon	(2,1) 
shining	(2,4) 
shinkansen	(9,1) 
ship	(2,5) (1,3) 
shipbuilding	(2,2) 
shipments	(1,1) 
shipped	(1,1) 
shipping	(2,12) (3,1) 
ships	(2,11) (1,6) (6,1) (3,2) 
shipwrecks	(1,2) 
shipyard	(1,1) 
shipyards	(0,1) (2,1) 
shirt	(2,1) 
shiva	(2,2) 
shiwiar	(1,1) 
shmuel	(2,1) 
shock	(1,1) (7,1) 
shocking	(2,1) 
shocks	(1,1) (2,2) (5,1) 
shoes	(2,1) 
shonekan	(2,1) 
shonekans	(2,1) 
shoneyin	(2,1) 
shook	(2,1) (1,2) (4,1) 
shoot	(1,2) 
shooting	(2,3) (1,1) (4,1) (6,1) 
shop	(2,1) 
shops	(2,1) 
shore	(9,1) (0,1) 
shoreline	(4,1) 
shores	(2,6) (1,1) (6,1) 
shoresmajor	(2,1) 
shoresone	(1,1) 
short	(1,17) (2,23) (9,1) (4,1) (8,2) (6,2) (0,8) (7,5) (5,1) 
short-lived	(4,2) (2,8) (9,1) (1,4) (6,1) (5,2) 
short-story	(7,1) 
shortage	(2,7) (5,2) (1,1) 
shortages	(2,7) (5,11) (1,2) (6,1) 
shortbread	(0,1) 
shortcomings	(6,1) (2,1) 
shortcomingson	(2,1) 
shortened	(0,1) (1,1) 
shortening	(0,1) 
shorter	(7,1) (2,6) 
shortest	(2,2) 
shortfall	(3,1) 
shortly	(1,8) (2,8) 
shorts	(2,1) 
shostakovich	(7,1) 
shot	(2,3) (1,4) 
should	(0,1) (4,1) (2,3) (1,10) (9,3) 
shoulder	(2,1) 
shoulder—serving	(2,1) 
show	(2,11) (1,7) (0,1) (3,1) (6,2) (9,1) 
showcase	(1,2) (2,1) 
showcasing	(1,1) 
showed	(1,8) (2,7) (7,1) (5,1) 
showing	(2,2) (1,5) (0,1) (3,2) (5,1) 
shown	(1,2) (2,1) (5,1) (6,1) 
shows	(6,2) (1,5) (2,3) (4,1) 
shrank	(2,1) 
shredded	(2,1) 
shrimp	(1,4) 
shrimps	(3,1) 
shrine	(2,2) 
shrines	(2,1) 
shrink	(2,1) 
shrinking	(0,1) (2,1) 
shrub	(2,1) 
shrubland	(1,2) 
shrubland/grassland	(1,1) 
shrublands	(1,1) 
shrunk	(5,1) 
shuar	(1,6) 
shui	(2,1) 
shujing	(2,1) 
shun	(2,1) 
shut	(2,2) (0,2) (1,1) 
shuttle	(2,1) (7,1) (4,1) 
shèjiàn	(2,1) 
si	(1,1) 
siberia	(4,1) (7,14) 
siberian	(7,6) 
sibilla	(1,1) 
sibir	(7,1) 
sica	(1,1) 
sicani	(1,1) 
sichuan	(2,1) 
sicilian	(1,6) 
sicily	(1,18) (2,1) 
sick	(2,1) 
sickle	(2,1) 
sickness	(1,1) 
side	(2,9) (6,1) (3,2) (1,18) (8,3) (9,3) (5,1) 
side-effect	(2,1) 
sided	(2,1) 
sidein	(1,1) 
sideline	(2,2) 
sides	(1,5) (3,2) (0,1) (9,2) 
sidewalk	(1,1) 
siding	(1,2) 
sidney	(1,3) 
sidonius	(1,1) 
siega	(9,1) 
siege	(1,4) (7,1) (2,4) 
sieges	(2,1) 
siemens	(2,2) 
siena	(1,4) 
sierra	(9,3) (2,5) (6,1) (1,20) 
sierran	(1,1) 
sierras	(5,1) 
sifakis	(2,1) 
sigberts	(1,1) 
sigebert	(1,9) 
sight	(2,1) 
sighted	(1,1) 
sighting	(1,1) 
sightings	(2,1) 
siglo	(9,1) 
siglo21	(1,1) 
sign	(9,1) (1,5) (2,3) (3,2) (6,1) (4,3) (0,1) 
signaling	(0,1) (5,1) 
signalled	(2,1) 
signalling	(2,1) 
signals	(1,1) 
signatories	(1,1) (2,1) 
signatory	(1,2) (0,1) (6,1) (4,1) 
signed	(4,1) (1,36) (2,41) (7,1) (5,3) (6,7) (0,2) 
significal	(2,1) 
significance	(2,1) (1,1) (5,1) (6,1) 
significant	(6,4) (2,69) (1,53) (4,5) (9,2) (0,8) (3,9) (7,6) (5,3) 
significantly	(1,9) (4,1) (2,23) (0,2) (9,1) (3,2) (7,5) 
significantlyin	(7,1) 
signified	(2,1) 
signifies	(1,1) (2,1) 
signing	(4,1) (2,4) (1,9) (7,1) 
signs	(1,2) (6,1) (0,1) (5,1) (3,1) (2,2) 
sigobert	(1,1) 
siheyuan	(2,1) 
sikelianos	(2,1) 
sikh	(2,1) (4,1) 
sikhism	(4,1) (1,2) (2,3) 
sikhs	(2,1) (1,1) 
sikorsky	(7,1) 
sil	(1,1) 
silan	(1,3) 
silence	(5,1) 
silencio	(1,1) 
silent	(1,3) (9,1) 
siles	(1,2) 
silicon	(2,1) 
silingi	(2,1) 
silk	(2,8) (1,4) 
silos	(5,1) 
siloé	(9,1) 
silt	(2,1) 
silva	(5,1) (1,4) (2,3) (3,4) 
silver	(2,14) (1,17) (6,7) (7,1) (9,1) (0,10) 
silversmiths	(1,1) 
silves	(2,1) 
silvia	(2,1) 
silvina	(0,2) 
silvio	(1,2) 
sim	(1,1) 
simfònica	(9,1) 
similar	(2,20) (7,1) (4,1) (1,14) (5,3) (6,4) (0,4) (8,1) (3,2) 
similarities	(2,1) (7,1) (1,3) 
similarity	(6,2) 
similarly	(1,3) (9,1) (2,7) (5,1) (3,1) (0,1) 
similaun	(1,1) 
simon	(1,1) 
simonetti	(2,1) 
simonson	(2,1) 
simple	(2,5) (6,1) (4,1) (5,1) (1,1) 
simplemente	(1,1) 
simpler	(0,1) 
simplicity	(1,2) 
simplification	(5,1) 
simplified	(2,3) (9,1) (1,1) 
simply	(2,3) (1,3) (7,1) (9,1) 
simpson	(1,1) 
simulated	(2,1) 
simulators	(1,1) 
simultaneous	(2,1) 
simultaneously	(2,8) (1,2) (6,1) 
simón	(1,11) (5,7) (2,3) 
sin	(2,1) (1,2) 
sinagoga	(2,1) 
sinai	(2,11) 
sinais	(3,1) 
since	(3,12) (2,195) (1,148) (4,12) (5,14) (0,28) (8,1) (6,11) (9,10) (7,12) 
sindhu	(2,2) 
sines	(2,4) 
sinfónica	(1,1) (9,1) 
sing	(2,2) 
singapore	(1,1) (2,3) 
singer	(2,2) (1,2) 
singermany	(1,1) 
singers	(1,9) (9,1) (2,2) (0,1) 
singh	(2,3) 
singing	(2,1) 
single	(2,20) (1,16) (3,2) (4,1) (9,3) (5,1) (0,1) (8,1) (7,1) 
single-aperture	(1,1) 
single-member	(1,3) (2,1) 
single-parent	(4,1) 
single-person	(4,1) 
single-term	(1,1) 
singles	(6,4) 
singlets	(2,1) 
singular	(1,1) (2,4) (8,1) 
sinhalese	(2,1) 
sinification	(2,1) 
sinitic	(2,1) 
sinking	(6,1) (2,2) (1,1) 
sinks	(6,1) 
sino-african	(2,1) 
sino-japanese	(2,3) 
sino-nepalese	(2,1) 
sino-tibetan	(2,2) (1,1) 
sinodont	(1,1) 
sinodonty	(1,1) 
sintashta	(7,1) 
sintra	(2,2) 
sinverguenzas	(5,1) 
siona	(1,1) 
sipacate	(1,1) 
sipri	(2,5) 
sipriqatars	(2,1) 
sipán	(2,1) 
siqueiros	(1,2) 
sir	(2,5) (6,1) (4,2) 
siri	(1,1) 
sirionó	(1,1) 
sistema	(2,1) (3,1) (9,4) (5,1) 
sister	(1,3) (2,3) 
sisters	(2,1) 
sit	(2,1) 
site	(2,13) (1,27) (5,1) 
site-directed	(4,1) 
sited	(2,1) 
siteecuador	(1,1) 
sitejuan	(1,1) 
sites	(1,26) (2,25) (6,5) (4,3) (5,1) (9,4) (7,3) (8,1) (0,2) 
sitesbrazil	(3,1) 
sits	(5,1) (2,1) 
sitten	(8,1) 
sitting	(1,2) (0,1) 
situ	(1,1) 
situated	(1,7) (2,6) (6,2) (7,1) 
situation	(2,16) (1,14) (9,2) (5,3) 
situations	(2,2) (4,1) (1,2) (3,2) 
six	(3,4) (4,1) (1,27) (6,4) (2,41) (0,2) (7,1) (5,2) (9,4) 
six-day	(2,8) 
six-stage	(6,1) 
six-year	(1,2) (0,1) (7,1) (2,1) 
sixteen	(2,2) (1,1) (9,1) 
sixteenth	(2,1) (1,4) 
sixteenth-largest	(2,1) 
sixteenth-most	(7,1) (2,1) 
sixth	(2,4) (1,13) (9,1) (6,1) (7,1) (5,2) 
sixth-best	(4,1) 
sixth-highest	(7,1) 
sixth-largest	(7,2) (1,3) 
sixth-largestrussia	(7,1) 
sixth-longest	(2,1) 
sixth-most	(2,2) 
sixto	(1,1) 
sixty	(2,1) 
sixty-eight	(1,1) 
sixty-year	(2,1) 
siza	(2,1) 
sizable	(2,4) 
size	(2,15) (1,15) (3,2) (5,4) (9,1) (7,3) (0,1) 
sizeable	(1,2) (2,1) (9,2) (4,1) 
sizes	(1,3) (2,1) 
sizzles	(1,1) 
skalkottas	(2,1) 
skateboarding	(3,1) 
skaters	(1,1) 
skates	(2,1) 
skating	(1,1) (7,2) 
skepticism	(2,1) 
sketch	(2,1) 
skewed	(2,2) 
skhul	(2,1) 
ski	(5,1) (1,2) (6,3) 
skier	(5,1) 
skiers	(2,1) (1,1) 
skies	(1,1) 
skiing	(1,2) (6,1) (5,1) (9,1) (4,1) 
skill	(2,2) (1,1) 
skilled	(1,3) (2,4) 
skills	(2,2) (9,1) (4,1) 
skin	(1,1) (5,1) 
skipped	(1,1) 
skirmish	(1,1) 
skirmishes	(7,1) 
skoknic	(6,1) 
skordalia	(2,1) 
skull	(2,2) 
sky	(2,1) (6,1) (1,1) 
skydiving	(2,2) 
skylosophos	(2,1) 
skyrocketed	(7,1) (1,1) (2,1) 
skyscrapers	(2,2) (7,1) 
sl	(2,1) 
slabs	(1,1) 
slam	(6,1) (1,1) 
slanderous	(1,1) 
slang	(2,1) (1,1) 
slang—permeating	(0,1) 
slash	(0,1) (5,1) 
slash-and-burn	(6,1) 
slashed	(1,2) 
slate	(5,1) 
slaughter	(2,3) 
slave	(1,3) (3,3) (2,13) 
slave-trade-friendly	(2,1) 
slave-trading	(2,2) 
slaveholding	(3,1) 
slavers	(2,1) 
slavery	(2,13) (1,5) (6,1) (3,4) 
slaves	(1,10) (2,16) (5,1) (3,2) 
slavesin	(2,1) 
slavic	(2,4) (1,2) (7,10) 
slavic–speaking	(2,1) 
slaving	(2,1) 
slavomacedonian-speaking	(2,1) 
slavophone	(2,1) 
slavs	(2,1) (7,6) (1,1) 
sleeps	(0,1) 
sleet	(1,1) 
sleeveless	(2,1) 
slight	(3,1) 
slightly	(2,8) (1,6) (6,1) (9,1) 
slim	(1,1) 
slimmer	(4,1) 
slip	(2,1) 
slippage	(2,1) 
slivers	(7,1) 
slogan	(6,1) (1,1) (2,1) 
slope	(2,1) 
slopes	(6,1) (1,2) (2,1) 
sloping	(5,1) 
sloth	(5,2) 
sloths	(3,1) (2,1) 
slovene	(1,2) 
slovenia	(1,3) (9,1) 
slovenians	(1,2) 
slow	(3,1) (2,7) (1,2) (0,1) 
slowdown	(1,3) 
slowed	(1,1) (6,1) (3,1) (2,1) 
slower-growing	(0,1) 
slowing	(2,1) 
slowly	(2,7) (1,6) (6,2) (7,1) 
sluggish	(6,1) (0,1) 
slums	(2,1) 
small	(2,62) (0,3) (1,62) (6,9) (4,2) (5,4) (3,2) (9,4) 
small-scale	(1,1) 
smaller	(1,13) (8,1) (0,1) (2,15) (6,1) (5,1) (9,2) 
smallest	(1,10) (2,3) (3,1) (7,1) 
smallpox	(1,4) (4,1) 
smallpoxon	(2,1) 
smartphone	(2,1) 
smartphones	(1,1) 
smash	(2,2) 
smelted	(2,1) 
smelting	(2,1) (4,1) 
smetana	(7,1) 
smog	(1,2) 
smokers	(1,1) (2,2) 
smoking	(4,1) (1,2) (7,1) 
smolikas	(2,1) 
smooha	(2,1) 
smooth	(1,1) 
smoothly	(2,2) 
smuggled	(1,1) 
smugglers	(2,2) 
smuggling	(2,1) 
snack	(1,1) 
snacks	(2,1) (1,2) (3,1) 
snail	(1,1) (2,1) 
snake	(1,3) 
snakes	(1,1) 
snap	(2,1) 
sng-lí	(1,2) 
snippets	(9,1) 
snooker	(2,1) 
snorkeling	(1,1) 
snow	(1,5) (4,2) (6,1) (2,1) (7,1) 
snow-capped	(1,1) 
snow-covered	(6,1) 
snowboarding	(6,1) 
snowfall	(3,1) (2,1) 
snowfalls	(2,4) 
snowfield	(5,1) 
snowgoose	(4,1) 
snowmelt	(6,1) 
snows	(1,1) 
snowstorms	(0,1) 
snowy	(1,3) (2,1) 
sns	(2,4) 
so	(2,30) (0,2) (1,19) (5,5) (4,1) (9,3) (3,2) (6,4) (7,2) 
so-called	(1,15) (2,7) (0,3) (5,1) (9,6) 
soaked	(1,1) 
soap	(2,1) (1,2) (3,1) 
soared	(5,1) (2,1) (1,1) 
soares	(2,4) 
soaring	(5,1) (2,1) (1,1) 
sober	(1,1) 
soberanía	(9,3) 
sobor	(7,2) 
sobral	(2,1) 
soca	(2,1) 
socarrás	(2,1) 
socavón	(1,1) 
soccer	(4,2) (1,1) 
soccorso	(1,1) 
sochi	(7,4) 
social	(7,4) (1,88) (2,74) (0,10) (9,8) (3,11) (4,8) (5,13) (6,6) 
social-democratic	(1,1) (2,1) 
social-democrats	(6,1) 
social-politic	(1,1) 
sociales	(0,1) 
socialism	(0,1) (7,2) (6,2) (1,5) (2,5) (5,1) 
socialist	(2,18) (1,9) (6,6) (7,7) (9,3) (5,4) 
socialists	(1,2) 
socially	(1,2) (6,1) (9,2) (4,1) 
sociedad	(0,1) 
societal	(4,1) (2,3) 
societies	(2,8) (3,1) (1,8) (9,1) (4,1) (5,1) 
society	(1,26) (2,42) (7,4) (0,3) (3,4) (5,3) (9,3) (6,3) (4,4) 
societycanada	(4,1) 
societymost	(6,1) 
societythe	(1,1) 
socio-cultural	(2,1) 
socio-economic	(2,4) (1,3) 
sociobosque	(1,1) 
socioeconomic	(6,1) (3,1) (1,2) (5,3) (2,4) 
sociogenetic	(6,1) 
sociolect	(2,1) 
sociological	(9,1) 
sociologists	(5,1) 
sociopolitical	(2,2) 
socotra	(2,1) 
socrates	(2,3) 
soda	(0,1) 
sodre	(1,1) 
soes	(1,2) (2,4) 
sofas	(1,1) 
sofia	(7,1) 
soft	(1,1) (6,1) (2,2) 
softened	(2,1) 
software	(1,3) (2,6) 
sofía	(9,1) 
sogdia	(2,1) 
soil	(2,4) (1,8) (9,1) 
